bookID,isbn13,title,authors,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,Date
650,9781592530878,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,eng,191,27,0,2004-09-01
655,9780451528803,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,eng,304,7300,266,2003-04-01
656,9780192833983,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,eng,1392,211671,6245,1998-06-25
658,9780486451381,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,eng,352,2403,210,2006-09-08
662,9780452011878,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,eng,1168,322483,14702,1999-08-01
663,9780451163080,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,eng,224,2750,108,1963-12-01
664,9780452286757,The Fountainhead,Ayn Rand,3.87,en-US,752,1886,229,2005-04-26
665,9780451163936,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,eng,176,11462,467,1964-11-01
667,9780452281257,Anthem,Ayn Rand,3.63,eng,105,110952,7277,1999-12-01
668,9780451187840,We the Living,Ayn Rand/Leonard Peikoff,3.91,eng,464,23199,1086,1996-01-01
669,9780451147950,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,eng,340,3501,153,1986-07-15
670,9780452274044,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,eng,681,18,2,1997-02-01
672,9780471791430,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,eng,416,150,7,2006-06-01
675,9780553803815,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,eng,368,646,83,2006-07-25
676,9780375755194,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,eng,192,12180,630,2002-09-17
678,9781592283194,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,eng,286,51,5,2004-04-01
681,9780975599518,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,en-US,571,1601,284,2004-01-01
685,9780374502003,The Natural,Bernard Malamud/Kevin Baker,3.63,eng,231,8854,672,2003-07-07
698,9780307263940,Digging to America,Anne Tyler,3.55,eng,277,17155,1841,2006-05-02
700,9780312405540,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,eng,826,44,3,2004-01-21
702,9780195170139,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,en-US,528,234,11,2004-10-07
703,9781400079490,The Plot Against America,Philip Roth,3.77,eng,391,33321,2925,2005-09-27
707,9780688171629,Naked Pictures of Famous People,Jon   Stewart,3.59,en-GB,164,8703,417,1999-09-22
759,9780060932688,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,eng,352,6375,179,2008-05-13
762,9781400034956,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,spa,118,7888,411,2003-10-14
763,9780307350428,Cien años de soledad,Gabriel García Márquez,4.07,spa,496,130,5,2006-02-07
764,9780307350442,Del amor y otros demonios,Gabriel García Márquez,3.98,spa,176,4508,278,2006-02-07
765,9781400034543,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,eng,533,397,47,2004-10-12
766,9781400095803,Memoria de mis putas tristes,Gabriel García Márquez,3.6,spa,112,5856,377,2004-10-19
771,9780375708114,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,eng,425,32569,1058,2004-09-02
775,9780861714926,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,eng,288,37,6,2005-05-15
787,9781843535843,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,eng,363,1,0,2006-04-01
793,9781740594776,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,eng,128,11,0,2004-09-01
797,9788408064763,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,spa,480,0,0,2006-05-01
799,9781740592055,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,eng,295,0,0,2001-09-01
815,9780618710539,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,eng,287,6870,237,2006-04-04
816,9780060512804,Cryptonomicon,Neal Stephenson,4.25,eng,1139,83184,4249,2002-11-01
821,9782228894166,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,fre,418,5,0,2001-03-31
822,9780060733353,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,en-US,815,19320,565,2005-06-14
823,9780060593087,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,eng,927,30872,1735,2004-09-21
824,9780553383447,The Cobweb,Neal Stephenson/J. Frederick George,3.61,eng,448,2465,137,2005-05-31
826,9780380816033,The Big U,Neal Stephenson,3.25,en-US,308,4657,223,2001-02-06
827,9780553380965,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,eng,499,71042,2767,2000-05-02
828,9780553383430,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640,4731,270,2005-05-31
829,9780060833183,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,en-US,464,1567,65,2006-03-28
830,9780553380958,Snow Crash,Neal Stephenson/Guy Abadia,4.03,eng,438,188100,6612,2000-08-02
834,9781880685358,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,eng,450,1474,30,2005-06-01
835,9781880685334,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,eng,381,1929,72,2004-12-01
840,9780465067107,The Design of Everyday Things,Donald A. Norman,4.17,eng,240,18602,1379,2002-09-19
841,9780465051366,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,eng,272,3702,149,2005-05-11
842,9780465067091,The Psychology of Everyday Things,Donald A. Norman,4.17,eng,257,265,31,1988-06-13
848,9780898709193,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,en-GB,259,51,7,2006-04-30
864,9780060887964,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,eng,192,920,76,2006-05-02
865,9780061122415,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,eng,197,1631221,55843,1993-05-01
866,9781421504605,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,eng,192,9013,153,2006-09-19
868,9781591169253,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,eng,192,16666,299,2005-09-13
869,9781421504599,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,eng,192,11451,161,2006-07-18
870,9781591169208,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,eng,192,111091,1427,2005-05-03
871,9781591169291,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,eng,200,10752,294,2005-11-08
872,9780060192501,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,en-US,198,251,32,1998-11-01
873,9781591169239,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,eng,192,14923,419,2005-07-05
880,9780812974614,Pompeii,Robert   Harris,3.82,eng,274,26922,1726,2005-11-08
888,9781587157394,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,eng,360,1156,68,2002-12-03
890,9780142000670,Of Mice and Men,John Steinbeck,3.87,eng,103,1755253,25554,2002-01-08
900,9780060554736,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,en-US,464,20529,1592,2005-09-06
902,9780142401200,The Westing Game,Ellen Raskin,4.02,eng,182,142121,8782,2004-04-12
903,9780808553038,The Egypt Game,Zilpha Keatley Snyder,3.83,eng,215,30231,1130,2009-07-07
929,9781400096893,Memoirs of a Geisha,Arthur Golden,4.11,eng,503,280309,3703,2005-11-22
930,9780739326220,Memoirs of a Geisha,Arthur Golden,4.11,eng,434,1301083,19296,2005-11-15
931,9780099498186,Memoirs of a Geisha,Arthur Golden,4.11,en-US,497,2122,256,2005-12-01
932,9781557046833,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,eng,144,145,8,2005-10-20
933,9780099771517,Memoirs of a Geisha,Arthur Golden,4.11,eng,497,4189,462,1998-06-04
935,9780743430593,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,eng,334,1556,158,2003-05-06
941,9781932664393,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,eng,58,9,2,2006-02-01
944,9780521750844,Jungle Love,Margaret Johnson/Philip Prowse,3.41,eng,95,59,7,2002-08-01
955,9780802415318,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,eng,0,22,4,2005-01-01
960,9781416524793,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,eng,736,2418736,21303,2006-04-01
965,9788495618771,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,spa,508,196,20,2005-12-01
966,9780972859899,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,spa,18,65,7,2005-12-01
968,9780307277671,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,eng,489,1679706,35877,2006-03-28
969,9780767926034,The Da Vinci Code,Dan Brown,3.84,eng,467,1120,105,2006-03-28
972,9782266144346,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,fre,744,377,16,2005-05-03
975,9781416524809,Deception Point,Dan Brown,3.71,eng,736,4919,410,2006-04-01
977,9780552151764,Deception Point,Dan Brown,3.71,eng,585,3353,183,2004-05-01
980,9780593055076,Deception Point,Dan Brown,3.71,eng,448,61,4,2005-08-01
987,9780786016068,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,eng,383,456,41,2005-02-01
998,9780671015206,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,eng,258,61760,2600,1998-10-01
1005,9781585424337,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,eng,320,88897,2334,2005-09-01
1007,9781932429237,Think and Grow Rich,Napoleon Hill,4.18,eng,368,48,9,2004-08-07
1014,9780977616657,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,eng,256,173,14,2006-06-07
1022,9781563410901,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,en-US,288,253,17,2005-06-01
1032,9780345479174,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,en-US,384,12748,948,2004-12-28
1052,9780451205360,The Richest Man in Babylon,George S. Clason,4.26,eng,194,76451,3400,2008-02-01
1053,9781419349997,The Richest Man in Babylon,George S. Clason,4.26,eng,4,86,15,2005-06-17
1059,9781400098033,Shibumi,Trevanian/Gisela Stege,4.21,eng,480,9498,637,2005-05-10
1073,9780226014906,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,eng,284,31,5,2000-07-15
1078,9781416500186,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,eng,418,200744,7656,2009-03-04
1090,9780310258971,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,eng,5,26,2,2005-03-15
1097,9780060838584,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,eng,399,190039,4922,2005-07-05
1099,9780141006871,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,eng,384,811,77,2002-04-04
1103,9780812968064,Snow Flower and the Secret Fan,Lisa See,4.07,eng,269,297533,14935,2006-02-21
1110,9780385340540,The Broker,John Grisham,3.78,eng,422,72361,2334,2006-09-26
1111,9780394720241,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,eng,1344,11208,1237,1975-07-12
1117,9780345480606,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,eng,320,28,1,2006-07-25
1120,9780060193393,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,en-US,201,3877,275,1999-06-10
1121,9781579546014,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,en-US,288,401,63,2005-04-01
1123,9780972018418,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,eng,405,814,51,2003-11-26
1130,9780471743675,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,en-US,245,228,16,2005-10-01
1138,9780471430452,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,eng,432,39,1,2003-04-18
1164,9780805431575,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,eng,368,26,8,2005-05-15
1167,9780679838869,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,en-US,68,11178,623,1993-02-16
1169,9780373250714,Monkey Business,Sarah Mlynowski,3.67,eng,392,3379,67,2004-09-24
1171,9780140143454,Liar's Poker,Michael   Lewis,4.15,eng,256,22843,936,1990-10-01
1177,9780802732293,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,eng,214,13,1,1993-06-01
1188,694055000612,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,eng,64,8,2,2001-03-01
1191,9780307238276,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,eng,256,14103,74,2006-04-04
1192,9781400052585,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,eng,256,40125,217,2005-02-22
1193,9780307346582,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,eng,240,8822,55,2007-04-03
1196,9781400052387,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,eng,256,3697,34,2006-09-26
1197,9780609609972,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,eng,304,1426,16,2003-03-25
1198,9781400052370,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,eng,287,275,15,2004-10-01
1202,9780061234002,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,eng,320,628745,13034,2006-10-17
1204,9788466625128,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,spa,250,193,23,2006-08-01
1206,9780061245138,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,en-US,496,98,5,2006-12-08
1218,9780399153594,The Last Assassin (John Rain  #5),Barry Eisler,4.27,eng,338,189,25,2006-06-01
1226,9780156030205,Life of Pi,Yann Martel,3.91,en-US,401,4318,668,2004-05-03
1230,9780828808392,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,fre,448,177,26,2005-11-24
1234,9780140285970,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,eng,400,102,8,1999-09-01
1241,9780307276902,A Million Little Pieces,James Frey,3.65,eng,515,206011,10821,2005-09-22
1242,9781411677319,A Million Little Pieces of Feces,Python Bonkers,3.56,en-US,256,43,6,2006-02-10
1243,9780061171468,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,en-US,191,201,24,2006-03-28
1246,9780787968335,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,en-US,458,873,40,2003-08-07
1252,9780446394598,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,eng,193,5354,281,1993-02-01
1255,9780131494848,Leadership in Organizations,Gary Yukl,3.68,en-GB,542,55,4,2005-07-07
1265,9780316861014,Leadership,Rudolph W. Giuliani,3.72,eng,397,1820,147,2002-10-01
1274,9780060574215,Men Are from Mars  Women Are from Venus,John Gray,3.55,eng,368,132062,3303,2012-04-03
1276,9780060192778,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,en-US,368,18,1,1998-10-21
1281,9780061232053,Men Are from Mars  Women Are from Venus,John Gray,3.55,eng,2,43,3,2007-04-03
1290,9780735200302,How to Succeed with Women,Ron  Louis/David Copeland,3.76,en-US,320,82,13,1998-10-29
1295,9780553381672,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng,512,184418,4432,2002-06-25
1296,9780517542026,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng,468,495,67,1980-05-04
1301,9780393324815,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,eng,317,85094,4155,2004-03-17
1302,9780744005615,Juiced Official Strategy Guide,Doug Walsh,0,eng,112,0,0,2005-06-01
1303,9780140280197,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,eng,452,60946,3167,2000-09-01
1305,9780553383683,Gates of Fire,Steven Pressfield,4.42,eng,392,21934,1629,2005-09-27
1307,9780553295412,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,eng,414,16312,175,1992-03-01
1312,9780812590104,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,en-US,721,146,4,2001-06-18
1315,9780385516419,The Afghan Campaign,Steven Pressfield,3.96,eng,354,3002,198,2006-07-01
1317,9780553381399,Tides of War,Steven Pressfield,3.9,eng,448,3422,157,2001-08-28
1318,9780553382044,Last of the Amazons,Steven Pressfield,3.76,eng,400,2138,125,2003-07-01
1319,9780446691437,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4,eng,168,53653,4702,2003-04-01
1320,9780826413017,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,en-US,176,14,2,2002-05-30
1322,9780811701648,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,eng,340,85,6,2006-04-24
1326,9780140442755,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,en-US,160,226,20,1973-01-30
1327,9780192802774,Phaedrus,Plato/Robin Waterfield,3.92,eng,128,29,6,2003-01-16
1328,9780140449747,Phaedrus,Plato/C.J. Rowe,3.92,eng,176,236,22,2005-08-25
1334,9780879756321,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,eng,157,14,0,1991-12-01
1337,9781890318239,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,eng,125,26,4,2019-02-11
1338,9780872207882,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,eng,272,154,4,2006-06-15
1342,9780801435300,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,eng,233,18,1,1998-09-01
1351,9780872204621,Statesman,Plato/C.J. Rowe,3.85,eng,128,28,7,1999-03-15
1354,9780140449044,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,en-GB,208,8186,198,2004-01-29
1362,9780140449082,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,eng,716,34727,597,2003-01-30
1363,9780140446388,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,eng,622,227,18,1954-09-01
1364,9780879757779,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,en-US,613,2,0,1992-11-01
1365,9780192824257,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,eng,772,271,41,1998-11-19
1366,9780140440348,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,en-US,653,143,17,1970-08-30
1367,9780393959468,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,en-US,464,40,5,1992-01-17
1368,9780375400612,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,en-US,816,132,10,1997-03-25
1369,9780226327709,The History,Herodotus/Peter Grene,3.99,en-US,710,36,6,1987-03-14
1371,9780140275360,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,eng,683,288792,3423,1999-04-29
1373,9780872203525,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,en-US,574,1058,137,1997-03-12
1374,9780374529055,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,en-US,588,692,81,2004-04-03
